gene_symb,omim_id,pubmed_id
A2M,103950,2408344
A2M,103950,94459
A2M,103950,16040006
A2M,103950,9697696
A2M,103950,2434923
A2M,103950,2478422
A2M,103950,10319853
A2M,103950,19639019
A2M,103950,2460294
A2M,103950,1379499
A2M,103950,2581245
A2M,103950,4622731
A2M,103950,9811940
A2M,103950,18499670
A2M,103950,2415929
A2M,103950,1374237
A2M,103950,1717945
A2M,103950,19380872
A2M,103950,2475424
A2M,103950,1370808
A2M,103950,10319855
A2M,103950,10319854
A2M,103950,12966032
A2M,103950,2578664
A2M,103950,7528166
A2M,103950,7544347
A2M,103950,8798779
A2M,103950,15023809
A2ML1,610627,16298998
A2ML1,610627,26121085
A2ML1,610627,27484237
A2ML1,610627,24939586
A4GALT,607922,6879680
A4GALT,607922,10993874
A4GALT,607922,11782470
A4GALT,607922,7072192
A4GALT,607922,15142124
A4GALT,607922,12888565
A4GALT,607922,2644022
A4GALT,607922,11896312
A4GALT,607922,10748143
A4GALT,607922,9920164
A4GALT,607922,1709864
A4GALT,607922,9826718
A4GALT,607922,3964810
A4GALT,607922,7795329
A4GALT,607922,10747952
A4GALT,607922,22965229
A4GALT,607922,20971946
AAAS,605378,18261130
AAAS,605378,12730363
AAAS,605378,11593002
AAAS,605378,15173230
AAAS,605378,11914417
AAAS,605378,11159947
AAAS,605378,18628786
AAAS,605378,8090199
AAAS,605378,12752575
AAAS,605378,11701718
AAAS,605378,9285947
AAAS,605378,11062474
AAAS,605378,8968764
AADAC,600338,24125761
AADAC,600338,21856291
AADAC,600338,8063807
AADAC,600338,22415931
AADAC,600338,11481320
AADAC,600338,9299245
AAGAB,614888,20417359
AAGAB,614888,23000146
AAGAB,614888,10477754
AAGAB,614888,23064416
AANAT,600950,12364461
AANAT,600950,8661026
AANAT,600950,7502081
AANAT,600950,15620360
AANAT,600950,11427721
AANAT,600950,9478897
AANAT,600950,12736803
AANAT,600950,1331672
AANAT,600950,17403780
AANAT,600950,17164235
AANAT,600950,3413487
AANAT,600950,8602533
AANAT,600950,9605843
AANAT,600950,14578935
AARS2,612035,15779907
AARS2,612035,24808023
AARS2,612035,21549344
AARS2,612035,10574462
AARS2,612035,25058219
AASS,605113,934735
AASS,605113,23570448
AASS,605113,10775527
AASS,605113,23890588
AASS,605113,30573525
AATF,608463,12847090
AATF,608463,10783144
AATF,608463,11027528
AATF,608463,14636992
ABAT,137150,3985010
ABAT,137150,6148708
ABAT,137150,7305280
ABAT,137150,28411234
ABAT,137150,10407778
ABAT,137150,27596361
ABAT,137150,7721088
ABAT,137150,20052547
ABCA1,600046,15790791
ABCA1,600046,29306077
ABCA1,600046,9006906
ABCA1,600046,10431237
ABCA1,600046,10431236
ABCA1,600046,16543947
ABCA1,600046,17322896
ABCA1,600046,21480869
ABCA1,600046,12624133
ABCA1,600046,15297675
ABCA1,600046,9020838
ABCA1,600046,12084722
ABCA1,600046,3005356
ABCA1,600046,12111381
ABCA1,600046,15269218
ABCA1,600046,12009425
ABCA1,600046,8209894
ABCA1,600046,11476965
ABCA1,600046,12111371
ABCA1,600046,4000967
ABCA1,600046,18354102
ABCA1,600046,16372134
ABCA1,600046,12702168
ABCA1,600046,1571556
ABCA1,600046,10092505
ABCA1,600046,11476961
ABCA1,600046,10525055
ABCA1,600046,11030331
ABCA1,600046,8088782
ABCA1,600046,7627690
ABCA1,600046,9888879
ABCA1,600046,10760292
ABCA1,600046,20466882
ABCA1,600046,14747463
ABCA1,600046,15163665
ABCA1,600046,10655069
ABCA1,600046,10799318
ABCA1,600046,22012398
ABCA1,600046,20466885
ABCA1,600046,10535983
ABCA1,600046,10968783
ABCA1,600046,10431238
ABCA1,600046,10884428
ABCA1,600046,11423537
ABCA1,600046,11700048
ABCA1,600046,12509412
ABCA1,600046,11355874
ABCA1,600046,20686565
ABCA1,600046,11162504
ABCA1,600046,15269217
ABCA1,600046,12511593
ABCA1,600046,11896206
ABCA1,600046,10431227
ABCA1,600046,20488992
ABCA1,600046,10970803
ABCA1,600046,11940086
ABCA2,600047,31047799
ABCA2,600047,15155565
ABCA2,600047,15238223
ABCA2,600047,29302074
ABCA2,600047,15093135
ABCA2,600047,11178988
ABCA2,600047,10470851
ABCA2,600047,8088782
ABCA2,600047,15649702
ABCA2,600047,30237576
ABCA2,600047,15340233
ABCA3,601615,17267394
ABCA3,601615,16728712
ABCA3,601615,9027511
ABCA3,601615,18317237
ABCA3,601615,17577581
ABCA3,601615,23881110
ABCA3,601615,22434821
ABCA3,601615,8706931
ABCA3,601615,17719949
ABCA3,601615,11940594
ABCA3,601615,15465012
ABCA3,601615,15044640
ABCA3,601615,9635425
ABCA3,601615,11718719
ABCA3,601615,15369786
ABCA4,601691,29526278
ABCA4,601691,8894702
ABCA4,601691,9295268
ABCA4,601691,9054934
ABCA4,601691,10880298
ABCA4,601691,9666097
ABCA4,601691,10970771
ABCA4,601691,9202155
ABCA4,601691,15471866
ABCA4,601691,11818392
ABCA4,601691,19074458
ABCA4,601691,9466990
ABCA4,601691,10442900
ABCA4,601691,12515255
ABCA4,601691,16896346
ABCA4,601691,16682602
ABCA4,601691,12796258
ABCA4,601691,11702214
ABCA4,601691,9503029
ABCA4,601691,11346402
ABCA4,601691,15516930
ABCA4,601691,16400609
ABCA4,601691,18285826
ABCA4,601691,15019334
ABCA4,601691,10466724
ABCA4,601691,31576780
ABCA4,601691,27535533
ABCA4,601691,9973280
ABCA4,601691,9070931
ABCA4,601691,9425888
ABCA4,601691,11973624
ABCA4,601691,10958761
ABCA4,601691,10090887
ABCA4,601691,10888868
ABCA4,601691,9490294
ABCA4,601691,11385708
ABCA4,601691,12671074
ABCA4,601691,10958763
ABCA4,601691,10874631
ABCA4,601691,9781034
ABCA4,601691,10396622
ABCA4,601691,10746567
ABCA4,601691,11726554
ABCA4,601691,11172037
ABCA4,601691,15192030
ABCA4,601691,11919200
ABCA4,601691,10075733
ABCA4,601691,9288089
ABCA4,601691,11017087
ABCA4,601691,17325136
ABCA4,601691,10412977
ABCA4,601691,16103129
ABCA4,601691,11379881
ABCA5,612503,8894702
ABCA5,612503,24831815
ABCA5,612503,15870284
ABCA5,612503,11572484
ABCA5,612503,15340233
ABCA5,612503,12504089
ABCA5,612503,19463983
ABCA6,612504,8894702
ABCA6,612504,11478798
ABCA7,605414,11435699
ABCA7,605414,26141617
ABCA7,605414,21460840
ABCA7,605414,10873640
ABCA7,605414,11095984
ABCA7,605414,27037229
ABCA7,605414,27066581
ABCA7,605414,26260791
ABCA7,605414,25807283
ABCA7,605414,11355874
ABCA7,605414,26101835
ABCA8,612505,11478798
ABCA8,612505,10048485
ABCA8,612505,12379217
ABCA10,612508,12821155
ABCA12,607800,20672373
ABCA12,607800,16007253
ABCA12,607800,12697999
ABCA12,607800,19664001
ABCA12,607800,15756637
ABCA12,607800,12915478
ABCA12,607800,10094194
ABCA12,607800,8845852
ABCA12,607800,16902423
ABCA13,607807,19944402
ABCA13,607807,12697998
ABCB1,171050,30765569
ABCB1,171050,19325113
ABCB1,171050,7477118
ABCB1,171050,22521303
ABCB1,171050,2879621
ABCB1,171050,14610718
ABCB1,171050,3477522
ABCB1,171050,1682809
ABCB1,171050,2876781
ABCB1,171050,2897240
ABCB1,171050,3284909
ABCB1,171050,31097669
ABCB1,171050,16943773
ABCB1,171050,1360207
ABCB1,171050,15890883
ABCB1,171050,3016920
ABCB1,171050,2432605
ABCB1,171050,3768958
ABCB1,171050,3022150
ABCB1,171050,16434479
ABCB1,171050,10716719
ABCB1,171050,2412130
ABCB1,171050,24333728
ABCB1,171050,9435299
ABCB1,171050,17185560
ABCB1,171050,9717696
ABCB1,171050,2887402
ABCB1,171050,11692082
ABCB1,171050,9109439
ABCB1,171050,15289602
ABCB1,171050,9820555
ABCB1,171050,3553950
ABCB1,171050,9618515
ABCB1,171050,2863759
ABCB1,171050,3459187
ABCB1,171050,2648129
ABCB1,171050,1976255
ABCB1,171050,11502320
ABCB1,171050,7910522
ABCB1,171050,32627353
ABCB1,171050,3457471
ABCB1,171050,12686700
ABCB1,171050,17353904
ABCB1,171050,3677098
ABCB1,171050,10562306
ABCB1,171050,11329060
ABCB1,171050,15452306
ABCB1,171050,14976162
ABCB1,171050,15805193
ABCB1,171050,2218502
ABCB1,171050,2881619
ABCB1,171050,1385112
ABCB1,171050,3472246
ABCB1,171050,3027054
ABCB1,171050,2880583
ABCB1,171050,2891692
ABCB1,171050,9299600
ABCB1,171050,8898203
ABCB1,171050,28289287
ABCB1,171050,16382445
ABCB1,171050,31412123
ABCB1,171050,15452305
ABCB4,171060,19584064
ABCB4,171060,9419367
ABCB4,171060,17726488
ABCB4,171060,8666348
ABCB4,171060,10767346
ABCB4,171060,9923886
ABCB4,171060,990323
ABCB4,171060,2002063
ABCB4,171060,1676410
ABCB4,171060,2886574
ABCB4,171060,21989363
ABCB4,171060,15329734
ABCB4,171060,19213920
ABCB4,171060,3459187
ABCB4,171060,11313316
ABCB4,171060,7912658
ABCB4,171060,8106172
ABCB4,171060,2892668
ABCB4,171060,31836711
ABCB4,171060,18482588
ABCB5,611785,15760339
ABCB5,611785,15899824
ABCB5,611785,12960149
ABCB5,611785,25030174
ABCB5,611785,18202660
ABCB6,605452,23180570
ABCB6,605452,24947683
ABCB6,605452,24224009
ABCB6,605452,19504436
ABCB6,605452,11918557
ABCB6,605452,15142123
ABCB6,605452,22246506
ABCB6,605452,17006453
ABCB6,605452,6123793
ABCB6,605452,2998465
ABCB6,605452,10837493
ABCB6,605452,22958180
ABCB6,605452,22226084
ABCB6,605452,23519333
ABCB7,300135,10196363
ABCB7,300135,11050011
ABCB7,300135,11843825
ABCB7,300135,4045952
ABCB7,300135,16467350
ABCB7,300135,9143506
ABCB7,300135,9621516
ABCB8,605464,8894702
ABCB8,605464,9878413
ABCB8,605464,31435016
ABCB11,603201,9545351
ABCB11,603201,10579978
ABCB11,603201,16871584
ABCB11,603201,16039748
ABCB11,603201,9806540
ABCB11,603201,15300568
ABCB11,603201,11172067
ABCC1,158343,1360704
ABCC1,158343,8098549
ABCC1,158343,11721885
ABCC1,158343,14983033
ABCC1,158343,9344662
ABCC1,158343,31273342
ABCC1,158343,11855834
ABCC1,158343,17050692
ABCC1,158343,12146977
ABCC1,158343,12646196
ABCC1,158343,11114332
ABCC1,158343,11238654
ABCC1,158343,15944197
ABCC1,158343,23580527
ABCC1,158343,7916458
ABCC2,601107,9525973
ABCC2,601107,9434955
ABCC2,601107,9038871
ABCC2,601107,9878557
ABCC2,601107,12942343
ABCC2,601107,11477083
ABCC2,601107,21044052
ABCC2,601107,8599091
ABCC2,601107,5532959
ABCC2,601107,8797578
ABCC2,601107,10053008
ABCC2,601107,9284939
ABCC2,601107,9425227
ABCC2,601107,22676135
ABCC2,601107,8235715
ABCC3,604323,9827529
ABCC3,604323,9889399
ABCC3,604323,9738950
ABCC3,604323,10094960
ABCC3,604323,10359813
ABCC3,604323,10362653
ABCC3,604323,9813153
ABCC3,604323,15886284
ABCC4,605250,8894702
ABCC4,605250,15047146
ABCC4,605250,9270026
ABCC4,605250,12499391
ABCC4,605250,9661885
ABCC4,605250,18636120
ABCC4,605250,10470083
ABCC4,605250,18625884
ABCC6,603234,18201967
ABCC6,603234,10619263
ABCC6,603234,15889270
ABCC6,603234,12414644
ABCC6,603234,10424734
ABCC6,603234,10835643
ABCC6,603234,16541094
ABCC6,603234,10759028
ABCC6,603234,15894595
ABCC6,603234,15086542
ABCC6,603234,20075945
ABCC6,603234,10913334
ABCC6,603234,11474653
ABCC6,603234,16573612
ABCC6,603234,15888484
ABCC6,603234,12714611
ABCC6,603234,15727254
ABCC6,603234,12673275
ABCC6,603234,11880368
ABCC6,603234,18685618
ABCC6,603234,17273159
ABCC6,603234,16374464
ABCC6,603234,16778810
ABCC6,603234,10581359
ABCC6,603234,16135817
ABCC6,603234,9892204
ABCC6,603234,9721217
ABCC6,603234,20034067
ABCC6,603234,11536079
ABCC6,603234,12384774
ABCC6,603234,16543900
ABCC6,603234,10835642
ABCC6,603234,28102862
ABCC6,603234,18800149
ABCC6,603234,8912525
ABCC6,603234,16297187
ABCC6,603234,11439001
ABCC6,603234,17360558
ABCC6,603234,16086317
ABCC6,603234,22209248
ABCC6,603234,17617515
ABCC6,603234,19904211
ABCC6,603234,15098239
ABCC6,603234,11702217
ABCC6,603234,17045963
ABCC6,603234,18850323
ABCC6,603234,10811882
ABCC6,603234,11179012
ABCC6,603234,11493310
ABCC6,603234,11209132
ABCC6,603234,12901863
ABCC6,603234,1986458
ABCC6,603234,12176944
ABCC6,603234,9267806
ABCC8,600509,7716547
ABCC8,600509,16885549
ABCC8,600509,21378087
ABCC8,600509,20685672
ABCC8,600509,9259578
ABCC8,600509,18025464
ABCC8,600509,9041101
ABCC8,600509,17668386
ABCC8,600509,7789978
ABCC8,600509,21978130
ABCC8,600509,23273570
ABCC8,600509,16882742
ABCC8,600509,7920639
ABCC8,600509,10447255
ABCC8,600509,10426386
ABCC8,600509,9799081
ABCC8,600509,9135131
ABCC8,600509,15562009
ABCC8,600509,12559865
ABCC8,600509,11018078
ABCC8,600509,7502040
ABCC8,600509,8635661
ABCC8,600509,15579791
ABCC8,600509,12524541
ABCC8,600509,15356046
ABCC8,600509,10993895
ABCC8,600509,11343328
ABCC8,600509,9618169
ABCC8,600509,8923011
ABCC8,600509,10334322
ABCC8,600509,7716539
ABCC8,600509,18596924
ABCC8,600509,15846348
ABCC8,600509,16613899
ABCC8,600509,11030411
ABCC8,600509,10193261
ABCC8,600509,16550187
ABCC8,600509,7847376
ABCC8,600509,7716548
ABCC8,600509,8751851
ABCC8,600509,12941782
ABCC8,600509,9469993
ABCC8,600509,15579781
ABCC8,600509,9769320
ABCC9,601439,7716547
ABCC9,601439,15034580
ABCC9,601439,8826984
ABCC9,601439,16835932
ABCC9,601439,22610116
ABCC9,601439,7502040
ABCC9,601439,8630239
ABCC9,601439,23104009
ABCC9,601439,17245405
ABCC9,601439,10398267
ABCC9,601439,21344641
ABCC9,601439,22608503
ABCC11,607040,11591886
ABCC11,607040,19710689
ABCC11,607040,14471313
ABCC11,607040,17394018
ABCC11,607040,19557017
ABCC11,607040,11483364
ABCC11,607040,12076558
ABCC11,607040,11688999
ABCC11,607040,16444273
ABCC12,607041,12011458
ABCC12,607041,11483364
ABCC12,607041,11688999
ABCD1,300371,15800013
ABCD1,300371,8507690
ABCD1,300371,7849718
ABCD1,300371,7811247
ABCD1,300371,7717396
ABCD1,300371,7904210
ABCD1,300371,11992258
ABCD1,300371,11435397
ABCD1,300371,7444053
ABCD1,300371,9195223
ABCD1,300371,11438993
ABCD1,300371,9215666
ABCD1,300371,8040304
ABCD1,300371,9418970
ABCD1,300371,18344354
ABCD1,300371,7849723
ABCD1,300371,11810273
ABCD1,300371,12719378
ABCD1,300371,7657817
ABCD1,300371,9702690
ABCD1,300371,8535452
ABCD1,300371,11748843
ABCD1,300371,8838803
ABCD1,300371,8002973
ABCD1,300371,7581394
ABCD1,300371,8566952
ABCD1,300371,10737980
ABCD1,300371,7825602
ABCD1,300371,9256488
ABCD1,300371,16152637
ABCD1,300371,12509471
ABCD1,300371,7202134
ABCD1,300371,6524872
ABCD1,300371,8441467
ABCD1,300371,8004093
ABCD1,300371,3293554
ABCD1,300371,10196381
ABCD1,300371,3579671
ABCD1,300371,6258103
ABCD1,300371,6280106
ABCD1,300371,6280107
ABCD1,300371,11739809
ABCD1,300371,15772093
ABCD1,300371,6277189
ABCD1,300371,14431597
ABCD1,300371,15489218
ABCD1,300371,7959759
ABCD1,300371,7894167
ABCD1,300371,200862
ABCD1,300371,169765
ABCD1,300371,8876235
ABCD1,300371,7597071
ABCD1,300371,10190819
ABCD1,300371,11063720
ABCD1,300371,8441459
ABCD1,300371,1353950
ABCD1,300371,9395310
ABCD1,300371,11706205
ABCD3,170995,10447258
ABCD3,170995,25168382
ABCD3,170995,8449508
ABCD3,170995,1301993
ABCD3,170995,7528830
ABCD3,170995,9199576
ABCD4,603214,15800013
ABCD4,603214,22922874
ABCD4,603214,9266848
ABCD4,603214,9599016
ABCD4,603214,27456980
ABCD4,603214,9302272
ABCE1,601213,8641422
ABCE1,601213,7539425
ABCE1,601213,8838820
ABCG1,603076,8659545
ABCG1,603076,9034316
ABCG1,603076,19481530
ABCG1,603076,10639163
ABCG1,603076,11072082
ABCG1,603076,11162488
ABCG1,603076,8703120
ABCG1,603076,20488992
ABCG2,603756,9850061
ABCG2,603756,11566359
ABCG2,603756,18834626
ABCG2,603756,9861027
ABCG2,603756,12054514
ABCG2,603756,12429862
ABCG2,603756,15685169
ABCG2,603756,15044468
ABCG2,603756,16702730
ABCG2,603756,30405239
ABCG2,603756,20368174
ABCG2,603756,9892175
ABCG2,603756,11437380
ABCG2,603756,12374800
ABCG2,603756,22246505
ABCG2,603756,17353904
ABCG2,603756,28554189
ABCG2,603756,20628378
ABCG2,603756,19506252
ABCG2,603756,22246507
ABCG5,605459,11099417
ABCG5,605459,27144356
ABCG5,605459,11138003
ABCG5,605459,11907139
ABCG5,605459,11452359
ABCG5,605459,17976197
ABCG5,605459,9610773
ABCG5,605459,9727073
ABCG5,605459,16029460
ABCG5,605459,32088153
ABCG5,605459,11901146
ABCG5,605459,20719861
ABCG5,605459,12446833
ABCG5,605459,12509503
ABCG5,605459,31327807
ABCG5,605459,15372105
ABCG5,605459,12444248
ABCG8,605460,3706300
ABCG8,605460,11099417
ABCG8,605460,4360855
ABCG8,605460,17632509
ABCG8,605460,22981120
ABCG8,605460,6110091
ABCG8,605460,27144356
ABCG8,605460,11452359
ABCG8,605460,25110228
ABCG8,605460,16029460
ABCG8,605460,32088153
ABCG8,605460,11901146
ABCG8,605460,15996216
ABCG8,605460,31327807
ABCG8,605460,15372105
ABHD5,604780,18606822
ABHD5,604780,10810093
ABHD5,604780,11590543
ABHD5,604780,20023287
ABHD5,604780,21393244
ABHD5,604780,15136565
ABHD12,613599,20797687
ABHD12,613599,22969151
ABHD12,613599,24697911
ABI3BP,606279,11501947
ABLIM1,602330,9417918
ABLIM1,602330,9245787
ABO,110300,19648918
ABO,110300,2647864
ABO,110300,204246
ABO,110300,489028
ABO,110300,8075282
ABO,110300,184030
ABO,110300,18003641
ABO,110300,4014172
ABO,110300,6951409
ABO,110300,222546
ABO,110300,11520811
ABO,110300,20147318
ABO,110300,200168
ABO,110300,17959777
ABO,110300,12829588
ABO,110300,14170898
ABO,110300,9099833
ABO,110300,176661
ABO,110300,2333095
ABO,110300,2104828
ABO,110300,1520322
ABO,110300,7772867
ABO,110300,8456556
ABO,110300,12014997
ABO,110300,6775529
ABO,110300,10462501
ABRAXAS1,611143,17525340
ABTB1,608308,10891360
ABTB1,608308,11325847
ABTB1,608308,11494141
ACAA1,604054,1679347
ACAA1,604054,2630187
ACAA1,604054,10231028
ACAA1,604054,11992265
ACACA,200350,10677481
ACACA,200350,7732023
ACACA,200350,16103361
ACACA,200350,17956983
ACACA,200350,7905825
ACACA,200350,8876158
ACACA,200350,29899443
ACACA,200350,22660331
ACACA,200350,20457939
ACACA,200350,2901088
ACACA,200350,12810950
ACACA,200350,16717184
ACACA,200350,2906852
ACACA,200350,16794074
ACACA,200350,240717
ACACA,200350,15607423
ACACA,200350,12663926
ACACB,601557,9099716
ACACB,601557,10677481
ACACB,601557,11283375
ACACB,601557,8876158
ACACB,601557,22660331
ACACB,601557,20457939
ACACB,601557,9284908
ACAD8,604773,11013134
ACAD8,604773,12359132
ACAD8,604773,17304052
ACAD8,604773,9889013
ACAD8,604773,10524212
ACAD9,611103,27233227
ACAD9,611103,16020546
ACAD9,611103,21057504
ACAD9,611103,22499348
ACAD9,611103,17564966
ACAD9,611103,16750164
ACAD9,611103,25721401
ACAD9,611103,12359260
ACAD10,611181,21237683
ACAD10,611181,15560374
ACADL,609576,24591516
ACADL,609576,9802886
ACADL,609576,8530022
ACADL,609576,20203611
ACADL,609576,1774065
ACADL,609576,9861014
ACADL,609576,17940018
ACADM,607008,11486912
ACADM,607008,9158144
ACADM,607008,11349232
ACADM,607008,1684952
ACADM,607008,1671131
ACADM,607008,11346377
ACADM,607008,7929823
ACADM,607008,1756601
ACADM,607008,8682492
ACADM,607008,6434827
ACADM,607008,2046713
ACADM,607008,1729890
ACADM,607008,3786030
ACADM,607008,1902818
ACADM,607008,7904584
ACADM,607008,8770876
ACADM,607008,1356169
ACADM,607008,3035565
ACADM,607008,2251268
ACADM,607008,1968047
ACADM,607008,1679031
ACADM,607008,9882619
ACADM,607008,23574375
ACADM,607008,1447668
ACADM,607008,19224950
ACADM,607008,3462713
ACADM,607008,1972503
ACADM,607008,1678810
ACADM,607008,1601002
ACADM,607008,1570195
ACADM,607008,18241067
ACADM,607008,17273963
ACADM,607008,15479234
ACADM,607008,7720752
ACADM,607008,21886157
ACADM,607008,8666240
ACADM,607008,11263545
ACADM,607008,12788994
ACADM,607008,1684086
ACADM,607008,2394825
ACADM,607008,1361190
ACADM,607008,1731887
ACADM,607008,7603790
ACADM,607008,11409868
ACADS,606885,9383286
ACADS,606885,11134486
ACADS,606885,9499414
ACADS,606885,8661694
ACADS,606885,1692038
ACADS,606885,2808706
ACADS,606885,2565344
ACADS,606885,18523805
ACADS,606885,20376488
ACADS,606885,21886157
ACADS,606885,12796782
ACADS,606885,18054510
ACADSB,600301,20547083
ACADSB,600301,11013134
ACADSB,600301,7759115
ACADSB,600301,10832746
ACADSB,600301,16317551
ACADSB,600301,7698750
ACADSB,600301,17945527
ACADVL,609575,8845838
ACADVL,609575,7668252
ACADVL,609575,7769092
ACADVL,609575,9709714
ACADVL,609575,11590124
ACADVL,609575,27246109
ACADVL,609575,12893739
ACADVL,609575,11158518
ACADVL,609575,17999356
ACADVL,609575,1730632
ACADVL,609575,10077518
ACADVL,609575,9345900
ACADVL,609575,27209629
ACADVL,609575,9546340
ACADVL,609575,8554073
ACADVL,609575,7479827
ACADVL,609575,10790204
ACADVL,609575,14611808
ACADVL,609575,12609736
ACAN,155760,1978986
ACAN,155760,2789216
ACAN,155760,17952705
ACAN,155760,21454754
ACAN,155760,28331218
ACAN,155760,14722076
ACAN,155760,1985970
ACAN,155760,30124491
ACAN,155760,27870580
ACAN,155760,16080123
ACAN,155760,17938173
ACAN,155760,8244345
ACAN,155760,10626307
ACAN,155760,7240256
ACAN,155760,8314595
ACAN,155760,24762113
ACAN,155760,25741789
ACAN,155760,20137779
ACAN,155760,14216462
ACAN,155760,19110214
ACAN,155760,7626017
ACAN,155760,27710243
ACAN,155760,7920633
ACAN,155760,9192671
ACAT1,607809,4690360
ACAT1,607809,12754704
ACAT1,607809,11914035
ACAT1,607809,9744475
ACAT1,607809,1979337
ACAT1,607809,1627655
ACAT1,607809,1346617
ACAT1,607809,8103405
ACAT1,607809,1715688
ACAT1,607809,7907600
ACAT1,607809,1684944
ACAT1,607809,32433613
ACAT1,607809,1351831
ACAT1,607809,8786135
ACAT1,607809,32433614
ACAT1,607809,17236799
ACAT1,607809,7173255
ACAT1,607809,9700610
ACAT1,607809,1373235
ACAT1,607809,26982734
ACBD5,616618,23105016
ACBD5,616618,27799409
ACBD5,616618,12056414
ACBD5,616618,21211618
ACBD5,616618,20626622
ACBD5,616618,27899449
ACBD6,616352,18268358
ACCS,608405,11470512
ACCS,608405,10767549
ACD,609377,25205116
ACD,609377,15537664
ACD,609377,25233904
ACD,609377,15181449
ACD,609377,18535244
ACD,609377,23103865
ACD,609377,16880378
ACD,609377,17237768
ACD,609377,17237767
ACD,609377,15231715
ACE,106180,11274151
ACE,106180,9236417
ACE,106180,8541160
ACE,106180,8062433
ACE,106180,8131299
ACE,106180,8131300
ACE,106180,8689816
ACE,106180,2847529
ACE,106180,1328889
ACE,106180,15534175
ACE,106180,16002416
ACE,106180,16760444
ACE,106180,7909524
ACE,106180,2554286
ACE,106180,14872014
ACE,106180,9153279
ACE,106180,8208911
ACE,106180,11333991
ACE,106180,11076943
ACE,106180,9699903
ACE,106180,9737775
ACE,106180,16116425
ACE,106180,22095942
ACE,106180,9482924
ACE,106180,15110771
ACE,106180,12099691
ACE,106180,11956052
ACE,106180,14657821
ACE,106180,12459472
ACE,106180,2164636
ACE,106180,11604391
ACE,106180,10643899
ACE,106180,11687636
ACE,106180,15381116
ACE,106180,18443281
ACE,106180,10636736
ACE,106180,1338766
ACE,106180,9328471
ACE,106180,15531537
ACE,106180,15326315
ACE,106180,15367486
ACE,106180,10841123
ACE,106180,14986105
ACE,106180,12668609
ACE,106180,9916793
ACE,106180,10882751
ACE,106180,12777443
ACE,106180,15665832
ACE,106180,11551873
ACE,106180,7753170
ACE,106180,1328887
ACE,106180,8598840
ACE,106180,7854377
ACE,106180,14694062
ACE,106180,8314010
ACE,106180,9120002
ACE,106180,12666117
ACE,106180,16642441
ACE,106180,9264477
ACE,106180,9607758
ACE,106180,12540854
ACE,106180,8298638
ACE,106180,8675669
ACE,106180,2989970
ACE,106180,9259580
ACE,106180,1386652
ACE,106180,9664078
ACE,106180,1976655
ACE,106180,1313972
ACE,106180,8170965
ACE,106180,15635071
ACE,106180,8136829
ACE,106180,7783416
ACE,106180,8177269
ACE,106180,19221299
ACE,106180,8640851
ACE,106180,8759058
ACE,106180,15277638
ACE,106180,2849100
ACE,106180,15164285
ACE,106180,7729604
ACE,106180,15128700
ACE,106180,1319114
ACE,106180,8873661
ACE,106180,10099885
ACE,106180,10688186
ACE,106180,8644984
ACE,106180,14755464
ACE,106180,11344227
ACE,106180,12220450
ACE,106180,7593601
ACE,106180,10193250
ACE,106180,12372063
ACE,106180,12630962
ACE,106180,11283791
ACE,106180,11001581
ACER3,617036,26792856
ACER3,617036,20068046
ACER3,617036,11356846
ACHE,100740,8488842
ACHE,100740,694721
ACHE,100740,5013676
ACHE,100740,1380483
ACHE,100740,10087275
ACHE,100740,1609795
ACHE,100740,8299725
ACHE,100740,2734315
ACHE,100740,1744105
ACHE,100740,11799248
ACHE,100740,11804574
ACHE,100740,14622217
ACHE,100740,1358806
ACHE,100740,3174665
ACHE,100740,17606622
ACHE,100740,10814709
ACHE,100740,2263619
ACHE,100740,12783426
ACHE,100740,19368807
ACHE,100740,20147288
ACKR1,613665,9405682
ACKR1,613665,16862154
ACKR1,613665,9399903
ACKR1,613665,7833466
ACKR1,613665,8248172
ACKR1,613665,17416748
ACKR1,613665,6695171
ACKR1,613665,9129009
ACKR1,613665,10762551
ACKR1,613665,11753822
ACKR1,613665,18621010
ACKR1,613665,7689250
ACKR1,613665,47395
ACKR1,613665,8547665
ACKR1,613665,8651934
ACKR1,613665,19620399
ACKR1,613665,17607593
ACKR1,613665,10712211
ACKR1,613665,12734373
ACKR1,613665,9150720
ACKR1,613665,6386656
ACKR1,613665,7669660
ACKR1,613665,18007272
ACKR1,613665,20932074
ACKR1,613665,778616
ACKR1,613665,18179887
ACKR1,613665,9886340
ACKR1,613665,9746760
ACKR1,613665,7699323
ACKR1,613665,10791881
ACKR1,613665,19180233
ACKR1,613665,7592697
ACKR1,613665,11369664
ACKR1,613665,10520743
ACKR1,613665,7663520
ACKR1,613665,7705836
ACKR1,613665,9731074
ACKR1,613665,19553936
ACKR1,613665,17304246
ACKR1,613665,10570183
ACKR2,602648,9364936
ACKR2,602648,15750596
ACKR2,602648,10702689
ACKR2,602648,10699158
ACKR2,602648,17607362
ACKR2,602648,9405404
ACKR2,602648,25297873
ACLY,108728,8088842
ACLY,108728,2295639
ACLY,108728,1371749
ACLY,108728,1358809
ACLY,108728,24286864
ACLY,108728,6546379
ACLY,108728,30944476
ACLY,108728,30944472
ACLY,108728,19461003
ACLY,108728,32214246
ACMSD,608889,12140278
ACMSD,608889,30356218
ACO1,100880,496396
ACO1,100880,20053667
ACO1,100880,10940348
ACO1,100880,2771641
ACO1,100880,15604406
